Youngstown St.,0.4624,
Longwood,0.4623,
Evansville,0.4622,
La Salle,0.4608,
Holy Cross,0.4602,
California,0.46,
Grambling,0.4594,
Nebraska,0.4587,
Murray St.,0.4584,
Austin Peay,0.4584,
East Carolina,0.457,
Sacramento St.,0.4551,
Valparaiso,0.4543,
Stetson,0.4542,
Howard,0.4542,
Washington,0.4531,
Troy,0.453,
N. Alabama,0.4494,
N. Arizona,0.4491,
Charlotte,0.449,
Rider,0.4489,
Arkansas St.,0.4481,
DePaul,0.4479,
NC A&T,0.4478,
Lafayette,0.4475,
Iowa St.,0.4468,
Samford,0.4459,
Delaware,0.4443,
Northwestern St.,0.4431,
Charleston,0.4427,
Wake Forest,0.4424,
Quinnipiac,0.4423,
N. Colorado,0.4413,
St. Fran.-Pa.,0.4408,
Seattle,0.4407,
SE Missouri St.,0.4402,
SIUE,0.4395,
Manhattan,0.4394,
High Point,0.4391,
Southern U.,0.4377,
CSNorthridge,0.4372,
FGCU,0.4371,
Green Bay,0.4371,
Idaho St.,0.4349,
Alcorn St.,0.4345,
Cal Baptist,0.434,
PFW,0.4328,
Illinois St.,0.4323,
George Wash.,0.432,
Lamar,0.4313,
North Florida,0.4311,
UT Martin,0.4295,
Binghamton,0.4291,
CCSU,0.4283,
Cent. Arkansas,0.4261,
Boston College,0.4254,
North Dakota,0.4253,
SC Upstate,0.425,
LBSU,0.4235,
N.J. Tech,0.4233,
Maine,0.4224,
UMKC,0.4218,
Ill.-Chicago,0.421,
Jacksonville,0.421,
W. Michigan,0.4209,
UNC-Wilm.,0.4207,
Portland,0.42,
Alabama A&M,0.4194,
New Mexico,0.4185,
CSFullerton,0.4182,
E. Illinois,0.4166,
UL-Monroe,0.4162,
Hampton,0.416,
Air Force,0.416,
Florida A&M,0.4147,
San Jose St.,0.4139,
E. Michigan,0.4137,
Portland St.,0.4128,
Tenn. Tech,0.4118,
So. Miss,0.4118,
SE Louisiana,0.4108,
New Orleans,0.41,
Dixie St,0.4099,
Towson,0.4012,
Neb.-Omaha,0.4002,
Lehigh,0.4001,
FIU,0.3982,
Middle Tenn.,0.3973,
Robert Morris,0.3955,
Presbyterian,0.3949,
C. Michigan,0.3943,
Charleston So.,0.3943,
W. Illinois,0.3941,
UT-Rio Grande Valley,0.3936,
Ark.-Pine Bluff,0.3926,
Houston Bap.,0.3869,
Tennessee St.,0.3838,
N. Illinois,0.3819,
Cal Poly,0.3816,
Miss Valley St.,0.3812,
Kennesaw St.,0.3812,
Fordham,0.3779,
NC Central,0.3775,
Incarnate Word,0.375,
Chicago St.,0.3729,
Texas A&M-CC,0.3655,
Delaware St.,0.3632,
Alabama St.,0.359,
McNeese St.,0.3535,
Idaho,0.3479,
SC State,0.322,
Denver,0.313,
Cornell,0,
Penn,0,
Princeton,0,
Bethune-Cook.,0,
Harvard,0,
Md.-E. Shore,0,
Yale,0,
Dartmouth,0,
Columbia,0,
Brown,0,
